  1.000000	  0.000999
  0.995000	  0.002677
  0.990000	  0.004444
  0.985000	  0.006074
  0.980000	  0.007672
  0.975000	  0.009254
  0.970000	  0.010835
  0.960000	  0.014036
  0.950000	  0.017304
  0.940000	  0.020653
  0.920000	  0.027497
  0.900000	  0.034411
  0.880000	  0.041174
  0.860000	  0.047466
  0.840000	  0.054081
  0.820000	  0.060357
  0.800000	  0.066166
  0.780000	  0.071365
  0.760000	  0.076173
  0.740000	  0.080630
  0.720000	  0.084776
  0.700000	  0.088620
  0.680000	  0.092180
  0.660000	  0.095453
  0.640000	  0.098451
  0.620000	  0.101176
  0.600000	  0.103623
  0.580000	  0.105801
  0.560000	  0.107685
  0.540000	  0.109266
  0.520000	  0.110525
  0.500000	  0.111454
  0.480000	  0.112047
  0.460000	  0.112309
  0.440000	  0.112238
  0.420000	  0.111845
  0.400000	  0.111147
  0.380000	  0.110140
  0.360000	  0.108841
  0.340000	  0.107250
  0.320000	  0.105364
  0.300000	  0.103188
  0.280000	  0.100710
  0.260000	  0.097923
  0.240000	  0.094812
  0.220000	  0.091356
  0.200000	  0.087544
  0.180000	  0.083345
  0.160000	  0.078727
  0.140000	  0.073641
  0.120000	  0.068024
  0.100000	  0.061801
  0.090000	  0.058422
  0.080000	  0.054834
  0.070000	  0.050997
  0.060000	  0.046879
  0.055000	  0.044717
  0.050000	  0.042494
  0.045000	  0.040216
  0.040000	  0.037879
  0.035000	  0.035463
  0.030000	  0.032914
  0.025000	  0.030190
  0.020000	  0.027202
  0.018000	  0.025907
  0.016000	  0.024542
  0.015000	  0.023829
  0.014000	  0.023095
  0.013000	  0.022337
  0.012000	  0.021551
  0.011000	  0.020736
  0.010000	  0.019889
  0.009000	  0.019004
  0.008000	  0.018074
  0.007000	  0.017096
  0.006000	  0.016062
  0.005000	  0.014966
  0.004500	  0.014390
  0.004000	  0.013794
  0.003500	  0.013176
  0.003000	  0.012533
  0.002500	  0.011857
  0.002000	  0.011138
  0.001800	  0.010837
  0.001600	  0.010526
  0.001400	  0.010206
  0.001200	  0.009872
  0.001000	  0.009525
  0.000800	  0.009162
  0.000600	  0.008778
  0.000500	  0.008578
  0.000400	  0.008370
  0.000300	  0.008156
  0.000200	  0.007934
  0.000100	  0.007703
  0.000050	  0.007583
  0.000000	  0.000000
  0.000050	 -0.000065
  0.000100	 -0.000129
  0.000200	 -0.000253
  0.000300	 -0.000375
  0.000400	 -0.000497
  0.000500	 -0.000620
  0.000600	 -0.000746
  0.000800	 -0.001008
  0.001000	 -0.001263
  0.001200	 -0.001509
  0.001400	 -0.001745
  0.001600	 -0.001971
  0.001800	 -0.002189
  0.002000	 -0.002397
  0.002500	 -0.002882
  0.003000	 -0.003321
  0.003500	 -0.003720
  0.004000	 -0.004084
  0.004500	 -0.004418
  0.005000	 -0.004726
  0.006000	 -0.005278
  0.007000	 -0.005759
  0.008000	 -0.006180
  0.009000	 -0.006557
  0.010000	 -0.006899
  0.011000	 -0.007212
  0.012000	 -0.007504
  0.013000	 -0.007777
  0.014000	 -0.008032
  0.015000	 -0.008270
  0.016000	 -0.008492
  0.018000	 -0.008888
  0.020000	 -0.009226
  0.025000	 -0.009877
  0.030000	 -0.010318
  0.035000	 -0.010604
  0.040000	 -0.010785
  0.045000	 -0.010912
  0.050000	 -0.011007
  0.055000	 -0.011103
  0.060000	 -0.011216
  0.070000	 -0.011481
  0.080000	 -0.011738
  0.090000	 -0.011936
  0.100000	 -0.012075
  0.120000	 -0.012239
  0.140000	 -0.012306
  0.160000	 -0.012298
  0.180000	 -0.012224
  0.200000	 -0.012101
  0.220000	 -0.011934
  0.240000	 -0.011733
  0.260000	 -0.011494
  0.280000	 -0.011216
  0.300000	 -0.010908
  0.320000	 -0.010563
  0.340000	 -0.010187
  0.360000	 -0.009773
  0.380000	 -0.009311
  0.400000	 -0.008802
  0.420000	 -0.008223
  0.440000	 -0.007575
  0.460000	 -0.006841
  0.480000	 -0.006006
  0.500000	 -0.005075
  0.520000	 -0.004044
  0.540000	 -0.002925
  0.560000	 -0.001733
  0.580000	 -0.000497
  0.600000	  0.000764
  0.620000	  0.002013
  0.640000	  0.003247
  0.660000	  0.004442
  0.680000	  0.005585
  0.700000	  0.006658
  0.720000	  0.007628
  0.740000	  0.008472
  0.760000	  0.009140
  0.780000	  0.009590
  0.800000	  0.009687
  0.820000	  0.009252
  0.840000	  0.008447
  0.860000	  0.007515
  0.880000	  0.006797
  0.900000	  0.005610
  0.920000	  0.004516
  0.940000	  0.003337
  0.950000	  0.002673
  0.960000	  0.001939
  0.970000	  0.001151
  0.975000	  0.000743
  0.980000	  0.000340
  0.985000	 -0.000050
  0.990000	 -0.000385
  0.995000	 -0.000636
  1.000000	 -0.000459
