  0.876138	  0.006284	  0.000000
  0.889915	  0.006790	  0.000000
  0.903702	  0.007138	  0.000000
  0.917496	  0.007296	  0.000000
  0.931290	  0.007190	  0.000000
  0.945076	  0.006743	  0.000000
  0.958848	  0.005878	  0.000000
  0.972597	  0.004517	  0.000000
  0.986317	  0.002584	  0.000000
  1.000000	  0.001000	  0.000000
